Application ID,Submission Date,Agent,Product,Monthly Commission,Theater,Region,SubRegion,r,p_1,p_2,p_3
0066000000WitQT,42822.29167,Emilio Luczynski,IFP,255,Asia Pacific,China,China,0,0.039076082,0.047231079,0.020031684
0066000001Eb8r4,42822.29167,Tamar Boatner,MA,5,Americas,USA,Southeast,0,0,0.230819791,0
0066000001aNks5,42787.33333,Fredricka Liu,MS,254.675,EMEA,Western Europe,Western Europe,0,0.021468901,0.027122299,0.012531259
00660000012MiqI,42855.29167,Tressa Kennamer,MS,221.1714,Asia Pacific,AUS/NZ,AUS/NZ,0,0.036564922,0.033634491,0.030821752
0066000001ME5KH,42794.33333,Tamar Boatner,MA,235.71734,Americas,Canada,Canada,0,0.036609343,0.018304672,0.02942882
0066000001MGJgu,42765.33333,Tom Brady,MS,5,Americas,USA,Southwest,0,0,0.018304672,0
0066000000mra2x,42975.29167,Emilio Luczynski,IFP,63.55454,Asia Pacific,China,China,0,0.05554667,0.050838617,0.038277017
0066000000ZbPXC,42855.29167,Tamar Boatner,IFP,57.3612,Americas,USA,Southeast,0,0.047337278,0.037627575,0.038440942
00660000018JmpG,42946.29167,Tamar Boatner,IFP,5,Americas,USA,Southeast,0,0,0.018304672,0
0066000000mtGXl,42794.33333,Elizbeth Kidney,MA,5,Americas,USA,Southeast,0,0,0.018304672,0
0066000001L7put,42787.33333,Cary Westmoreland,MA,447.776,EMEA,Central Europe,Central Europe,0,0.00123069,0.000615345,0.000653542
00660000018Hzi2,42727.33333,Fredricka Liu,DT,62.325,Americas,USA,Northwest,0,0.22455099,0.21916692,0.146170549
0066000001aOhBv,42766.33333,Randa Stoneham,MA,5,Americas,USA,Northwest,0,0.029030318,0.026299553,0.023726148
0066000001Ecwr2,42809.29167,Raeann Uriarte,MA,95.23844,Americas,Latin America,Latin America,0,0,0,0
0066000000j8YSQ,42816.29167,Allegra Eakle,PDP,5,Americas,USA,Southeast,0,0,0.000615345,0
0066000001EaxVr,42774.33333,Raeann Uriarte,MA,5,Americas,Latin America,Latin America,0,0.003775956,0.00432152,0.001984439
0066000001MEGHP,42727.33333,Mia Hamm,PDP,11.34,Americas,USA,Southwest,1,0.499081045,0.49680081,0.432927734
0066000001SnTIa,42369.33333,Wilma Rudolph,MS,5,Americas,USA,Southwest,0,0.14721876,0.156221146,0.118953667
0066000001MEBnE,42794.33333,Lillia Bocanegra,PDP,93.5424,Americas,Canada,Canada,0,0.03824071,0.047139409,0.032785961
0066000001Ea44P,42744.33333,Mathilde Butkovich,DT,259.19,EMEA,Middle East,Middle East,0,0.100717233,0.050358616,0.068183033
0066000001aNSb3,42794.33333,Emilio Luczynski,MA,55,Asia Pacific,China,China,0,0.089301955,0.081764349,0.061026982
0066000001EdZOt,42708.33333,Tressa Kennamer,MA,5,Asia Pacific,AUS/NZ,AUS/NZ,0,0.057021639,0.065563157,0.041463551
0066000001MHGgF,42748.33333,Marco Dunavant,MA,39.77,EMEA,Western Europe,Western Europe,0,0.037749154,0.046914516,0.028954285
0066000001Eb0BK,42855.29167,Tom Brady,MA,95,Americas,USA,Southwest,0,0,0.001457621,0
0066000001EdZOF,42786.33333,Tressa Kennamer,MA,5,Asia Pacific,AUS/NZ,AUS/NZ,0,0,0.046914516,0
0066000000mqTKz,42416.33333,Tom Brady,IFP,5,Americas,USA,Southwest,0,0,0.046914516,0
0066000001SovUV,42910.29167,Tamar Boatner,DT,5,Americas,USA,Southeast,0,0,0,0
0066000001Ec4HV,42794.33333,Kandi Citizen,PDP,5,Americas,USA,Central,0,0,0.046914516,0
0066000000UsLCy,42245.29167,Tom Brady,MA,125,Americas,USA,Southwest,0,0,0,0
0066000000UsUYx,42766.33333,Serita Silberman,MS,151.376,EMEA,Western Europe,Western Europe,0,0.014119247,0.013057223,0.009024906
0066000000mpQ1t,42794.33333,Raeann Uriarte,MA,82.58,Americas,Latin America,Latin America,0,0.140526903,0.132536364,0.096167273
0066000001EZzCz,42824.29167,Tom Brady,MA,5,Americas,USA,Southwest,0,0,0,0
0066000000j7eYB,43039.29167,Lorene Ebeling,MA,96.8352,Asia Pacific,China,China,0,0,0.001520028,0
0066000000j8syp,42794.33333,Merlene Lassen,MS,152.452,Americas,Canada,Canada,0,0.066420496,0.072884455,0.055991956
0066000000ZcNn2,42579.29167,Tom Brady,MS,5,Americas,USA,Southwest,0,0,0.046914516,0
0066000001MHYrA,42795.33333,Genevieve Childress,MA,5,Asia Pacific,AUS/NZ,AUS/NZ,0,0,0.046914516,0
0066000001MEguB,42751.33333,Boris Leverett,MS,155.1817,Americas,USA,Northeast,0,0.040538553,0.041195805,0.020437725
0066000001MHYrt,42758.33333,Stephenie Mcelligott,MS,96.68475,Americas,Latin America,Latin America,0,0.119817775,0.116054687,0.073397167
0066000000wavnx,42674.29167,Cassondra Petrick,MA,97,EMEA,Israel,Israel,0,0.010395795,0.013770284,0.005428286
0066000001aOM1E,42734.33333,Arnold Palmer,MS,425.561,Americas,USA,Northeast,0,0.169130726,0.084565363,0.135888742
0066000000sA8Id,42794.33333,Nicolette Wadkins,MA,358.646,Americas,USA,Southeast,0,0,0,0
0066000001aN2GW,42727.33333,Kandi Citizen,MS,32.91682,Americas,USA,Central,0,0.29023098,0.33733359,0.226274759
0066000000mqkY0,42763.33333,Ulysses Veitch,PDP,55,Americas,Canada,Canada,0,0,0.33733359,0
0066000001SmvVm,42823.29167,Wilma Rudolph,MS,5,Americas,Canada,Canada,0,0,0,0
0066000001aMxp4,42794.33333,Tressa Kennamer,IFP,255,EMEA,France,France,0,0.227783857,0.113891928,0.193608073
0066000001EbD3N,42781.33333,Kerri Walsh,MS,5,Americas,USA,Central,0,0,0.113891928,0
0066000001MF2Du,42855.29167,Darin Pellegren,MS,61.972,Americas,Canada,Canada,0,0.077716111,0.068468906,0.038897024
0066000001Sn05m,42794.33333,Frederick Saul,IFP,5,Americas,USA,Central,0,0,0.113891928,0
0066000000mqQTu,42674.29167,Stephenie Mcelligott,MA,161.76549,Americas,Latin America,Latin America,0,0,0,0
0066000001MFAcR,42704.33333,Tom Brady,MS,5,Americas,USA,Southwest,0,0,0,0
0066000000Qslqq,42884.29167,Tamar Boatner,MA,125,Americas,USA,Southeast,0,0.033137312,0.039877387,0.020639968
0066000001EZsXn,42794.33333,Genevieve Childress,MA,163.12,EMEA,Northern Europe,Northern Europe,0,0.066865257,0.076493065,0.040431857
0066000001MHFcH,42726.33333,Serita Silberman,MA,125,EMEA,Western Europe,Western Europe,0,0.069382684,0.074916013,0.040027443
0066000000TEFD8,42057.33333,Genevieve Childress,MA,61.6418,Asia Pacific,AUS/NZ,AUS/NZ,0,0.057382533,0.062444491,0.028932966
00660000018Kv00,42766.33333,Tom Brady,MA,5,Americas,USA,Southwest,0,0,0.113891928,0
0066000000wbJye,42794.33333,Ted Williams,MA,114.85558,Americas,USA,Southwest,0,0,0,0
0066000001SnL1p,42354.33333,Noma Keller,MS,73,Asia Pacific,AUS/NZ,AUS/NZ,0,0.049798213,0.042204785,0.037122729
00660000012KYnp,42794.33333,Fredricka Liu,MS,5,Americas,USA,Northwest,0,0,0,0
0066000001SoUeZ,42886.29167,Kerri Walsh,PDP,5,Americas,USA,Southwest,0,0,0,0
0066000001MHKvy,42825.29167,Noma Keller,PDP,45,EMEA,Northern Europe,Northern Europe,0,0.020459453,0.024187967,0.014589752
0066000000UsKni,42245.29167,Tom Brady,MA,42,Americas,USA,Southwest,0,0.180461959,0.173274598,0.024863948
00660000012Lc1c,42794.33333,Boris Leverett,IFP,155,Americas,USA,Northeast,0,0.138494363,0.141848635,0.086118927
0066000001MFpXE,42872.29167,Allegra Eakle,MA,5,Americas,USA,Southeast,0,0,0,0
0066000000PFhHE,42766.33333,Rachal Holle,IFP,12,EMEA,Northern Europe,Northern Europe,0,0,0.024187967,0
0066000000mpiB8,42755.33333,Stephenie Mcelligott,MS,24,Americas,Latin America,Latin America,0,0,0.006715515,0
0066000001SogKv,42794.33333,Arnold Palmer,MS,5,Americas,USA,Northeast,0,0.051419462,0.044318579,0.03525489
0066000000TFee9,42766.33333,Ted Williams,MA,298,Americas,USA,Southwest,0,0.111318056,0.055659028,0.080284321
0066000000wanHm,42885.29167,Tamar Boatner,IFP,5.566,Americas,USA,Southeast,0,0.056903971,0.055281079,0.045097586
0066000001EdA6x,42746.33333,Fredricka Liu,MA,155,EMEA,Western Europe,Western Europe,0,0.035958075,0.026182531,0.023750271
0066000001SoufK,42788.33333,Mariko Miers,MS,157.15,Americas,USA,Mountain,0,0.017962635,0.027705375,0.012520586
0066000000dxg5P,42794.33333,Edwina Fortson,MS,5,Americas,USA,Southeast,0,0,0.055659028,0
0066000001aNZAc,42963.29167,Delinda Loving,MA,155,EMEA,Northern Europe,Northern Europe,0,0.0291098,0.024740376,0.01683042
0066000001MEBVI,42909.29167,Tamar Boatner,PDP,5,Americas,USA,Southeast,0,0,0.055659028,0
0066000001Ec4we,42823.29167,Allegra Eakle,MA,5,Americas,USA,Southeast,0,0,0.055659028,0
0066000001aO8lt,42886.29167,Tom Brady,MS,5,Americas,USA,Southwest,0,0,0.055659028,0
0066000000ZawUc,42490.29167,Stephenie Mcelligott,MA,55,Americas,Latin America,Latin America,0,0,0.055659028,0
0066000001MGAPE,42876.29167,Frances Rasnake,MS,41.45666,EMEA,Italy,Italy,0,0.060173514,0.051627134,0.045954334
0066000001Sqeua,42886.29167,Grace Hawley,MA,5,Americas,USA,Southeast,0,0,0.055659028,0
0066000001EdOtz,42719.33333,Mariann Hardman,MA,195,EMEA,Northern Europe,Northern Europe,0,0.05595623,0.048927116,0.038760724
0066000001aP8Yj,42734.33333,Tom Brady,MS,5,Americas,USA,Southwest,0,0.025385336,0.027501872,0.016415029
0066000000wZVaY,42823.29167,Kym Rothermel,MA,55,Americas,Latin America,Latin America,0,0.031393546,0.030674671,0.022260749
0066000001MF8Cu,42855.29167,Tamar Boatner,MA,145.66512,Americas,USA,Southeast,0,0,0,0
0066000001MGKD8,42734.33333,Tressa Kennamer,MS,27.3225,Asia Pacific,AUS/NZ,AUS/NZ,0,0.2,0.239335147,0.145169586
00660000018Kw8G,42685.33333,Frederick Saul,PDP,5,Americas,USA,Central,0,0,0,0
0066000001Ed6o3,42855.29167,Tom Brady,MS,5,Americas,USA,Southwest,0,0,0.008557691,0
0066000001SnLjy,42727.33333,Allegra Eakle,MA,55.6335,Asia Pacific,Japan,Japan,1,0.182937258,0.184481486,0.1055534
0066000000sACZj,43020.29167,Serita Silberman,MA,155,EMEA,Western Europe,Western Europe,0,0.027087543,0.029122919,0.020711044
0066000001MHGk0,42735.33333,Mary Lou Retton,MA,85,Americas,USA,Southwest,0,0.061367145,0.055026651,0.049273856
0066000001MEbJP,42794.33333,Mignon Mcdevitt,MA,5,Americas,USA,Mountain,0,0,0.239335147,0
0066000001Sob9o,42825.29167,Frederick Saul,PDP,272.9645,Asia Pacific,Thailand,Thailand,0,0.043751839,0.049603882,0.027992789
0066000001EchN5,42987.29167,Wilma Rudolph,PDP,5,Americas,Canada,Canada,0,0,0.008358903,0
0066000001EcwoD,42766.33333,Raeann Uriarte,MA,5,Americas,Latin America,Latin America,0,0,0,0
0066000000j925l,42599.29167,Kerri Walsh,IFP,5,Americas,USA,Southwest,0,0,0.239335147,0
0066000001Ecmzy,42746.33333,Randa Stoneham,MS,42.9441,Asia Pacific,AUS/NZ,AUS/NZ,0,0.054727941,0.063856839,0.031669166
0066000001SoJUr,42825.29167,Frederick Saul,IFP,5,Asia Pacific,Thailand,Thailand,0,0,0.004262997,0
0066000001SoJUw,42727.33333,Deborah Landis,IFP,325.754,Americas,USA,Northwest,1,0.431830337,0.715915168,0.23039555
0066000001MFI4x,42734.33333,Grace Hawley,MS,455,Asia Pacific,Korea,Korea,0,0.121440611,0.060720306,0.06125472
0066000001aNzN0,42766.33333,Cassondra Petrick,MA,25.7316,EMEA,Israel,Israel,0,0.055389173,0.058651706,0.038908581
0066000001EbFa6,42766.33333,Lorene Ebeling,MA,45,Asia Pacific,China,China,0,0,0.058651706,0
0066000000wZszU,42946.29167,Randa Stoneham,MS,5,Asia Pacific,Singapore,Singapore,0,0,0.058651706,0
0066000001aOEvw,42794.33333,Dollie Gracie,MS,69.55884,Americas,USA,Central,0,0.070049898,0.073219535,0.05638833
0066000000s72gD,42713.33333,Cary Westmoreland,MS,157.65525,EMEA,Central Europe,Central Europe,1,0.508110913,0.505922757,0.339790826
0066000001SoSnH,42720.33333,Stephenie Mcelligott,MS,161.7984,Americas,USA,Central,1,0.508208447,0.514176049,0.42661044
0066000000g1LcD,42916.29167,Tamar Boatner,MA,435.4325,Americas,USA,Southeast,0,0,0,0
0066000001MFI4T,42734.33333,Tom Brady,MA,45,Americas,USA,Southwest,0,0,0,0
0066000000Ur3aW,43007.29167,Mia Hamm,PDP,5,Americas,USA,Southwest,0,0.087128626,0.095814168,0.066572727
0066000000QqvAY,42169.29167,Tom Brady,IFP,181.84,Americas,USA,Southwest,0,0,0.000343131,0
0066000001EbIPh,42734.33333,Joetta Lafromboise,MA,23.97,Americas,Canada,Canada,0,0.35309111,0.362445595,0.170813994
0066000001MFI44,42788.33333,Grace Hawley,MS,35.75756,Asia Pacific,Korea,Korea,0,0.105971746,0.126585683,0.058309806
00660000012Lbos,42794.33333,Kym Rothermel,MS,5,Americas,USA,Southeast,0,0,0.126585683,0
00660000012LCxE,42809.29167,Frederick Saul,MA,225.25553,Americas,USA,Central,0,0.026287634,0.0186822,0.01975611
00660000018KYaN,42794.33333,Edwina Fortson,MA,5,Americas,USA,Southeast,0,0,0.006593606,0
0066000000OR3ct,42338.33333,Tom Brady,MS,5,Americas,USA,Southwest,0,0.023797865,0.032418787,0.021404633
0066000001Ec0c4,42835.29167,Mariann Hardman,MA,85,EMEA,Northern Europe,Northern Europe,0,0.012725002,0.017518426,0.008954513
0066000000sALLy,42990.29167,Genevieve Childress,MA,245,EMEA,Northern Europe,Northern Europe,0,0.026822667,0.013411334,0.016627099
0066000001EbFaQ,42338.33333,Lorene Ebeling,MA,45,Asia Pacific,China,China,0,0.013939156,0.015165781,0.011972032
0066000001So2ne,42794.33333,Elizbeth Kidney,PDP,5,Americas,USA,Southeast,1,0,0,0
0066000001aOf0m,42735.33333,Marcell Rosamond,MA,75.9154,EMEA,Central Europe,Central Europe,0,0.073563429,0.069422136,0.054933005
00660000018IKxw,42794.33333,Lillia Bocanegra,MS,75,Americas,Canada,Canada,0,0.014464492,0.02441861,0.009493784
0066000001MDwmg,42734.33333,Dollie Gracie,MS,35.28,Americas,USA,Central,0,0.363538844,0.3562824,0.221985763
0066000001EbxsQ,42734.33333,Donte Kiser,MS,86.45768,Americas,USA,Northeast,1,0.350769573,0.350566528,0.248976526
0066000000dzFn9,42823.29167,Kym Rothermel,MS,91.658,Americas,Latin America,Latin America,0,0.035189407,0.027483299,0.027178615
0066000001Sq0Vn,42766.33333,Nicolette Wadkins,MA,5,Americas,USA,Southeast,0,0,0.004121631,0
0066000001MHKwv,42774.33333,Tressa Kennamer,MA,155,EMEA,France,France,0,0.052949312,0.061000567,0.033773444
0066000001MExCy,42974.29167,Emilio Luczynski,MA,155,Asia Pacific,China,China,0,0,0.009696954,0
0066000001aOXUT,42734.33333,Serita Silberman,MA,155,EMEA,Western Europe,Western Europe,0,0.063712183,0.067846744,0.053594453
0066000001MDeS1,42778.33333,Marco Dunavant,MA,5,EMEA,Western Europe,Western Europe,0,0,0,0
0066000001MExCK,42909.29167,Emilio Luczynski,MA,155,Asia Pacific,China,China,0,0,0,0
0066000001MEwMw,42945.29167,Emilio Luczynski,MA,155,Asia Pacific,China,China,0,0,0,0
0066000000WjqTU,42884.29167,Tamar Boatner,IFP,42.69375,Americas,USA,Southeast,0,0,0.008965471,0
0066000001aNJU0,42794.33333,Mariko Miers,MS,5,Americas,USA,Mountain,0,0,0,0
0066000001MECQn,42794.33333,Michael Jordan,MA,5,Americas,USA,Southwest,0,0,0,0
0066000001MFFnJ,42727.33333,Stephenie Mcelligott,PDP,214.66367,Americas,Latin America,Latin America,0,0.400772844,0.200386422,0.264698078
00660000018KqAN,42727.33333,Serena Williams,IFP,117.35675,Americas,USA,Southwest,0,0.117703204,0.115715967,0.094223363
0066000000sAKRZ,42794.33333,Ted Williams,MA,178.8831,Americas,USA,Southwest,0,0.133254781,0.126399327,0.072702149
0066000000QsUaK,42794.33333,Kym Rothermel,IFP,135.45296,Americas,USA,Southeast,0,0,0.00431305,0
0066000000wZudC,42794.33333,Nicolette Wadkins,MS,318.5355,Americas,USA,Southeast,0,0,0,0
0066000000s6wik,42823.29167,Tamar Boatner,IFP,255,Americas,Canada,Canada,0,0,0,0
0066000001MEnNX,42766.33333,Frederick Saul,MS,76.7175,Asia Pacific,Thailand,Thailand,0,0.171811416,0.176122083,0.144369159
0066000001MHUrb,42813.29167,Mathilde Butkovich,MS,145,EMEA,Middle East,Middle East,0,0.016873381,0.023986324,0.014117236
0066000000sAXo9,42734.33333,Wilma Rudolph,IFP,69.1138,Americas,USA,Southwest,0,0.525405941,0.528213096,0.073315551
0066000001MFo0A,42855.29167,Tom Brady,MS,5,Americas,USA,Southwest,0,0.059410689,0.051006216,0.034307292
0066000001ME5BO,42794.33333,Serita Silberman,MS,125,Americas,Canada,Canada,0,0.127310868,0.136548381,0.067551544
0066000000dzjUb,42794.33333,Mignon Mcdevitt,IFP,112.2,Americas,USA,Mountain,0,0.064024398,0.062766052,0.051824873
0066000001aMf3P,42794.33333,Stephenie Mcelligott,MA,5,Americas,USA,Central,0,0.025327901,0.030149046,0.013801377
0066000001SoAy6,42734.33333,Mozelle Archambault,MS,178.18548,Americas,USA,Northeast,0,0.149330857,0.153093176,0.11692907
0066000000j9l6u,42855.29167,Tressa Kennamer,MA,155,EMEA,France,France,0,0,0.006088444,0
0066000001Ea78w,42794.33333,Phyliss Works,PDP,5,Americas,USA,Central,0,0,0.000863103,0
0066000001MFp5L,42794.33333,Kandi Citizen,PDP,5,Americas,USA,Central,0,0,0.030149046,0
0066000000ZZw1D,44158.33333,Tom Brady,PDP,112.11,Americas,USA,Southwest,0,0.047729431,0.049113807,0.026698003
00660000018IT5z,42766.33333,Tressa Kennamer,MA,455,EMEA,France,France,0,0.044821811,0.022410905,0.034523296
0066000000mrRZY,42766.33333,Tom Brady,MA,85,Americas,USA,Southwest,0,0,0.00196727,0
0066000001SolQc,42704.33333,Tom Brady,MA,5,Americas,USA,Southwest,0,0,0,0
0066000001MHT1o,42766.33333,Michael Jordan,IFP,55.6412,Americas,USA,Southwest,0,0.090856854,0.087012623,0.068057368
0066000000S0e5r,42155.29167,Holly Mescher,MS,5,Americas,USA,Southeast,0,0,0.022410905,0
0066000000sAYWv,42781.33333,Ulysses Veitch,MA,155,Americas,Canada,Canada,0,0.036604953,0.04162504,0.026265806
0066000001aOhit,42794.33333,Merlene Lassen,MA,255,Americas,Canada,Canada,0,0.030542642,0.03379682,0.015528869
0066000001EaDTC,42794.33333,Mozelle Archambault,MS,42.42,Americas,USA,Northeast,0,0,0.022410905,0
0066000001SolQN,42830.29167,Jeremiah Earwood,MA,55,Asia Pacific,Japan,Japan,0,0.047267617,0.044720253,0.032461864
00660000012LVox,42766.33333,Stephenie Mcelligott,MA,45,Americas,Latin America,Latin America,0,0.005710198,0.008493605,0.003401707
0066000000mtBmQ,42703.33333,Merlene Lassen,MS,237.45258,Americas,Canada,Canada,1,0.360788499,0.68039425,0.134677119
0066000001MG7Oo,42734.33333,Donte Kiser,MS,5,Americas,USA,Northeast,0,0,0.68039425,0
0066000001SqGe5,42755.33333,Mia Hamm,PDP,5,Americas,USA,Southwest,0,0.487757669,0.4779682,0.437074635
0066000001MGCrm,42823.29167,Raeann Uriarte,MA,48.661,Americas,Latin America,Latin America,0,0.019289728,0.028789041,0.011842934
0066000001So5g7,42794.33333,Stephenie Mcelligott,MA,5,Americas,USA,Central,0,0,0.008979483,0
0066000000ROza2,42855.29167,Tressa Kennamer,MA,356.7272,Asia Pacific,AUS/NZ,AUS/NZ,0,0.016135569,0.008067785,0.011590717
0066000000wcA0s,42886.29167,Serita Silberman,MA,155,EMEA,Western Europe,Western Europe,0,0.02104651,0.021066371,0.013096781
0066000001Sq5xH,42847.29167,Emilio Luczynski,MA,55,Asia Pacific,China,China,0,0.049331618,0.058368406,0.032837026
00660000018IoG4,42816.29167,Phyliss Works,PDP,5,Americas,USA,Central,0,0,0.058368406,0
0066000000s7A4e,42794.33333,Ted Williams,MA,85,Americas,USA,Southwest,0,0.032401813,0.030625484,0.028093483
0066000001Sn8Nq,42794.33333,Latrina Pettry,PDP,411.111,Americas,Canada,Canada,0,0.020221714,0.023087709,0.013522717
0066000001MEA3u,42795.33333,Fredricka Liu,MS,5,EMEA,Western Europe,Western Europe,1,0,0,0
0066000000S1FDW,44074.29167,Tom Brady,IFP,166,Americas,USA,Southwest,0,0,0,0
0066000001aOSxv,42886.29167,Michael Jordan,MA,75,Americas,USA,Southwest,0,0,0.002778121,0
0066000000dzsAx,42731.33333,Livia Twine,PDP,118.56,Asia Pacific,Malaysia,Malaysia,0,0.004306548,0.004348278,0.00330613
0066000000mpKn7,42774.33333,Tom Brady,MA,5.1,Americas,USA,Southwest,0,0,0.001774926,0
0066000000ZcNI7,42794.33333,Edwina Fortson,MA,132.124,Americas,USA,Southeast,0,0.025520448,0.032372042,0.013261569
0066000000WkWtd,42308.29167,Kym Rothermel,MA,5,Americas,Latin America,Latin America,0,0,0.058368406,0
00660000018K4PF,42750.33333,Mary Lou Retton,MA,55,Americas,USA,Southwest,0,0,0,0
0066000001Ea5Z0,42734.33333,Wilma Rudolph,MA,5,Americas,USA,Southwest,0,0,0.058368406,0
0066000000wcshy,42947.29167,Serena Williams,MA,155,EMEA,France,France,0,0.024461852,0.032615754,0.012784654
0066000001MEA3G,42786.33333,Arnold Palmer,MA,155,EMEA,Spain and Portugal,Spain and Portugal,0,0,0.007354343,0
0066000001EcXMA,42794.33333,Frederick Saul,MS,5,Americas,USA,Northwest,0,0,0.003863754,0
0066000001SnKU5,42794.33333,Mia Hamm,MS,5,Americas,Canada,Canada,0,0.210205288,0.219987826,0.402135916
0066000000e02FJ,42322.33333,Lyn Freeberg,MS,155,EMEA,Middle East,Middle East,0,0.041374519,0.039874066,0.035517475
00660000018HuiI,42767.33333,Ulysses Veitch,MS,5,Americas,USA,Central,0,0.055660557,0.068350829,0.033738588
0066000001MEA31,42613.29167,Arnold Palmer,MA,5,EMEA,Spain and Portugal,Spain and Portugal,0,0,0.006008194,0
0066000000PGGrv,42021.33333,Tom Brady,MA,5,Americas,USA,Southwest,0,0,0.001851889,0
0066000000S1pBR,42933.29167,Emilio Luczynski,IFP,44,Asia Pacific,China,China,0,0.02547737,0.029498921,0.020447058
0066000001MElXy,42787.33333,Allegra Eakle,MA,52.13694,Americas,USA,Southeast,0,0.000506137,0.003528724,0.000301317
0066000001MFcYf,42788.33333,Fredricka Liu,MS,152.316,Asia Pacific,Japan,Japan,0,0.040591586,0.032484104,0.033163593
0066000001MHEXP,42794.33333,Elizbeth Kidney,MA,5,Americas,USA,Southeast,0,0,0.029498921,0
0066000001So2Mi,42794.33333,Frederick Saul,MS,5,Americas,USA,Central,0,0,0.029498921,0
0066000001Smv1V,42766.33333,Mignon Mcdevitt,MS,5,Americas,USA,Mountain,0,0.165497945,0.187830779,0.097525253
0066000001aOj7w,42704.33333,Tamar Boatner,IFP,5,Americas,Canada,Canada,0,0,0.187830779,0
00660000012KnZD,42490.29167,Kym Rothermel,MS,5,Americas,Latin America,Latin America,0,0,0.187830779,0
0066000001MF6FZ,42823.29167,Stephenie Mcelligott,MA,62.119,Americas,Latin America,Latin America,0,0,0.002781996,0
0066000001Sn4jb,42794.33333,Joetta Lafromboise,PDP,5,Americas,Canada,Canada,0,0,0.187830779,0
0066000001Ecgub,42794.33333,Marco Dunavant,MA,355,EMEA,Western Europe,Western Europe,0,0.004017735,0.008124976,0.003575024
0066000000OQBoZ,42063.33333,Tom Brady,MS,5,Americas,USA,Southwest,0,0.023797865,0.026493005,0.018426293
0066000000s8HQm,42727.33333,Deborah Landis,MA,5,Americas,USA,Northwest,0,0,0.00124689,0
0066000001MF6Ft,42766.33333,Raeann Uriarte,MA,5,Americas,Latin America,Latin America,0,0,0.026493005,0
0066000001SnZsu,42704.33333,Tom Brady,PDP,5,Americas,USA,Southwest,0,0,0.026493005,0
0066000000wacgu,42814.29167,Fredricka Liu,MA,155,EMEA,Western Europe,Western Europe,0,0.011879303,0.015999258,0.006562197
